ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U77,Spain,Universidad Pontifícia de Comillas,"Annual full-time contract for the development of research. Besides, the Research Assistant could take training activities. The gross salary for the first year is €25.020 for 2022. In addition, the IIT covers 90% of the cost of doctoral training activities. The Research Assistant will have access to all the services offered by the University (Sports, Cultural Activities, Library, etc.).",jchaves@comillas.edu,https://www.iit.comillas.edu/contratosIeF/contratosIeF.php.es?id=22006,1,,,,,,,,"electrical engineering, Physics, Mathematics, Economics, or related fields to IIT research, especially valuable knowledge in computer programming.",1,,,,,,,3 years,,40.4303,-3.7132
U78,Spain,Universidad Pontifícia de Comillas,"Full-time contract of initially 36-month duration and an initial yearly gross salary of €33.837 for 2022. In addition, the IIT covers 90% of the cost of doctoral training activities. The candidate will have access to all the services offered by the University (Sports, Cultural Activities, Library, etc.).",jchaves@comillas.edu,https://www.iit.comillas.edu/contratosIeF/contratosIeF.php.es?id=22007,1,,,,,,,,"Engineering, Physics, Mathematics, Economics, or related fields to IIT research, especially valuable knowledge in computer programming",1,,,,,,,3 years,,40.4296,-3.7135
U79,Slovenia,"Geological survey of Slovenia, Department for Regional geology","Researchers interested in spatial data management, information technology and programming, geological and hydrogeological modelling may receive short-term funding (6 months) to continue their research and potentially integrate into the GeoZS research programme on a longer term.",info@geo-zs.si,https://www.geo-zs.si/index.php/en/,1,1,,1,1,,,,"IT, Geology",1,,,,,,,6 months,,46.0710,14.5135
U80,Slovenia,University of Maribor,we offer one full-time position as an assistant professor or higher (based on qualifications) for one year to a colleague from Ukraine willing to join us to teach and research tourism.,bostjan.brumen@um.si,https://www.ft.um.si/,1,,,,1,,,,"Tourism, Geography",1,,,,,,,,,46.5591,15.6404
U81,Slovenia,University of Maribor,"Our faculty has study programs in the area of Tourism on Bachelor's, Master's, and Doctoral levels. We are offering free admission to students from Ukraine for the coming study year 2022/23 on all levels. Please note that both all programs are also available in English, with classes in Ljubljana. Slovenian lectures are in Brežice. Both English and Slovenian programs are suitable for students from Ukraine.",bostjan.brumen@um.si,https://www.ft.um.si/,,1,,,,,,,"Tourism, Geography",1,,,,,,,,,46.5604,15.6344
U82,Slovenia,University of Ljubljana,"A funded PhD/postdoc position, initially 2.5 years, for an analytical chemist with an interest in cultural heritage in the Heritage Science Lab at University of Ljubljana.",jure.letonja@fkkt.uni-lj.si,https://hslab.fkkt.uni-lj.si/2021/12/08/pvcare-preventive-conservation-strategies-for-polyvinyl-chloride-objects/,1,1,,,1,,,,Analytical chemist with an interest in cultural heritage,1,,1,,,,,2.5 years,,46.0490,14.5012
U83,Slovenia,University of Ljubljana,"Researchers and PhD students interested in Mechanical Engineering, especially topics on Factories of the Future, Battery research, and logistics can contakt  us: r-r@fs.uni-lj.si",r-r@fs.uni-lj.si,https://www.fs.uni-lj.si/,1,1,,,,,,,"Mechanical Engineering, especially topics on Factories of the Future, Battery research, and logistics",,,,1,,,,,,46.0464,14.5011
U84,Slovenia,Jozef Stefan Institute,"Condensed Matter Department at J. Stefan Institute can employ up to 5 Ukrainian researchers. The profile of researchers should be Physics, experimental, preferably condensed matter and optics. Some of candidates could work on ERC projects that we have. These positions are world-competitive positions in its field of expertise.\nWe could accept BSc, MSc and PhD candidates. We offer full time employment and we can pay for the housing.",Igor.Musevic@ijs.si,http://eccl.ijs.si,1,1,,1,1,,,,"Physics, experimental, preferably condensed matter and optics",,,,1,,,,,,46.0429,14.4876
U85,Slovenia,Jozef Stefan Institute,"JSI conducts research in the areas of physics; chemistry, biology, materials and environment; ICT, robotics and control engineering (www.ijs.si). It welcomes Ukrainian scholars/researchers in these areas, from the level of PhD students and up (through early carreer researches and more experienced researchers for different kinds of positions/collaboration). Those interested should send a CV and a statement of interest directly to specific Departments https://ijs.si/ijsw/Research%20departments. Aaccomodation assistance will be provided.",matic.lozinsek@ijs.si,http://eccl.ijs.si,1,,,,1,,,,"Inorganic chemistry, fluorine, high-pressure research",1,,,,,,,At least a year,,46.0429,14.4854
U86,Slovenia,Jozef Stefan Institute,"JSI conducts research in the areas of physics; chemistry, biology, materials and environment; ICT, robotics and control engineering (www.ijs.si). It welcomes Ukrainian scholars/researchers in these areas, from the level of PhD students and up (through early carreer researches and more experienced researchers for different kinds of positions/collaboration). Those interested should send a CV and a statement of interest directly to specific Departments https://ijs.si/ijsw/Research%20departments. Aaccomodation assistance will be provided.",Darko Makovec <darko.makovec@ijs.si>,http://ferrites.si/en/,1,,,,,,,,"Materials chemistry, materials science, inorganic and colloidal chemistry",1,,,,,,,,,46.0429,14.4876
U87,Slovenia,"Univerza v Ljubljani, Fakulteta za kemijo in kemijsko tehnologijo",Funding offered. Contact matija.strlic@fkkt.uni-lj.si for details,matija.strlic@fkkt.uni-lj.si,https://hslab.fkkt.uni-lj.si/,1,,,,1,,,,"Analytical chemistry, cultural heritage",1,,1,,,,,,,46.0506,14.4656
U88,Slovenia,Institute IRSA - Inštitut za razvojne in strateške analize,"Employment for part-time one or two Ukrainian Ph.D. students or post-docs. Institue (private, non-profit) is dealing with research in the field of social sciences (sociology, political science, social epidemiology, meritocracy, role of science in society, social epidemiology, citizen science).",irsa@institute-irsa.si,http://www.institut-irsa.si/,1,,,,1,,,,"Social sciences, sociology",,1,,,,,,,,46.0748,14.5167
U89,Slovenia,National Institute of Biology,Funding offered. Contact anze.zupanic@nib.si for details,anze.zupanic@nib.si,https://www.nib.si/,1,,,,1,,,,"Bioinformatics, systems biology, systems toxicology",1,,,,,,,,,46.0512,14.4677
U90,Slovenia,National Institute of Chemistry,"10 funded ECR and PhD postions, contact tajda.klobucar@ki.si for details. https://www.ki.si/, https://www.ki.si/fileadmin/user_upload/datoteke-splosno/Dogodki/2022/Pomoc_Ukrajini_letak_FINAL.pdf.",tajda.klobucar@ki.si,https://www.ki.si/en/,1,,,,1,,,,"Bioinformatics, molecular and systems biology of protein-RNA interactions",1,,,,,,,Starting from 6 months,,46.0428,14.4919
U91,Slovakia,Slovak Academy of Sciences,Slovak Academy of Sciences also offers assistance to scientists and students from Ukraine including free accommodation and financial assistance.,ukrajina@savba.sk,https://www.sav.sk/?lang=en&doc=services-news&source_no=20&news_no=10197&fbclid=IwAR1Ncl1_Yk6jvT9tVLJu8cirFeAiAkPV6nle9pmJjPYLSzUlgRnAFmdH2vE,1,1,,1,1,,,,,,,,,,,1,,,48.1559,17.0591
U92,Slovakia,Technical University of Košice (TUKE),Accomodation in the university dormitories for all Ukrainian refugees and free therapy services,anna.yehorova@tuke.sk,https://tuke.sk/wps/portal/tuke/university/news/tuke-vyjadruje-podporu-ua/!ut/p/z1/hY_JDoIwFEW_hQ8gLbUgLqtEhDCKKHZjmjAIKm0IkOjXi4S4E-_uJefdAVCQAFqzvixYW_Ka3Yf7TLWLQ1SMbAxdc7PbQhLEYaiSNfRNBE4jAH-IQEDn_-1_wNAANe7GLQAVrL3KZZ1zkLTdLZP7Z8XSpqsyWfBU8KaTOzYUoqMlVjBR8MdyuTcgWYUxivSjAvXFBHwzfV1DQ6Z18AzsBp4KJ2BmlHgkLyePrIJI0htFdd3y/dz/d5/L0lDUmlTUSEhL3dHa0FKRnNBLzROV3FpQSEhL2Vu/,1,1,,1,,,,,,,,,,,,1,,,48.7305,21.2431
U93,Slovakia,DB Biotech,1 position for bioinformatician/AI professional in the field of  design and production of antibodies for clinical diagnostics,info@dbbiotech.com,https://www.dbbiotech.com/uvod.html,1,,,,,,,,AI in clinical diagnostics,,,,,1,,,,,48.7121,21.2247
U94,Slovakia,Multiplex DX,"2 - 3 positions for molecular biologist, biochemist, or nucleic acid chemist",career@multiplexdx.com,"https://www.linkedin.com/feed/update/urn:li:activity:6902939510787620864/?commentUrn=urn:li:comment:(activity:6902939510787620864,6902954371315761152)&fbclid=IwAR1q08Fx2ss0UsZR6MYadXmqScNSA5oNtXQmv5P8ajr5AqcggSk9HiErtbY",1,,,,,,,,Molecular biology,1,,,,,,,,,48.1495,17.0712
U95,Slovakia,Presovska Univerzita,Offering accomodation for fleeing Ukrainian people.,ukrajina@unipo.sk,https://www.unipo.sk/aktuality/41796/,1,1,,1,,,,,,,,,,,,1,,,48.9915,21.2326
U96,Slovakia,"Sirotkin lab, Constantin the Philosopher University in Nitra","1 PhD position, focusing on search for the novel regulators (plant molecules, growth factors and miRNAs) in ovarian cancer",asirotkin@ukf.sk,https://www.ukf.sk/en/university,,1,,,1,,,,Molecular Biology,1,,,,,,,,,48.3084,18.0889
U97,Slovakia,Kempelen Institue of Intelligent Technologies,"We are offering job positions for full time or part time for ML Research Engineers, AI Researchers and ML Researchers.\nWe also offer PhD study opportunities with salary.\nResearch focus: Artificial intelligence and other areas of computer science: Web and user data processing including false information and malicious behavior modeling, Processing and comprehension of natural language, Data analysis for green energy, Information security.",diana.lokere@kinit.sk,https://kinit.sk/,1,1,,,1,,,,"Artificial Intelligence, Computer science",1,,,1,,,,Min. 1 year contract,,48.1463,17.1283
U98,Slovakia,Matej Bel University,"UMB will host 6 – 12 international experts for 1-month or 2-month research stays (extensions possible). The call is open to international experts in social science, humanities and natural sciences from Ukrainian higher education institutions.",katarina.chovancova@umb.sk,https://www.umb.sk/aktuality/univerzitna-podporna-schema-umb-pre-zahranicnych-vedecko-vyskumnych-pracovnikov-na-rok-2022.html,1,,,,1,,,,"social science, humanities and natural sciences",1,1,1,,,,,1-2 months,,48.7389,19.1169
U99,Romania,Bucharest University of Economic Studies,Free accomodation in student residency (30 rooms available),comunicare@ase.ro\nPhone number:\n+40 212 112 650,https://www.ase.ro/index_en.asp,1,1,,1,,,,,,,,,,,,1,,,44.4475,26.0979
U100,Romania,University of Bucharest,"Over 300 available places in the dormitories of the University of Bucharest, as well as in the Guest House ""Academica"", at CEREFREA Villa Noël, and at the Baptist Theological Institute (Faculty of Baptist Theology).",ion.florin@rectorat.unibuc.ro,https://unibuc.ro/?lang=en,,1,,1,,,,,,,,,,,,1,,,44.4355,26.0996
U101,Romania,Alexandru Ioan Cuza University,"The university offers free accommodation and three meals a day to students and faculty and their families in student residences. There are 45 places at the Statiunea Biologica Marina ""Prof. dr. Ioan Borcea"" in Agigea, Constanta county.",urgente@isudobrogea.ro,https://www.uaic.ro/en/,,,,1,,,,,,,,,,,,1,2-16 March (Support period may be extended depending on the evolution of events.),,44.0865,28.6388
U102,Romania,Centre for Innovation in Medicine,"Remote paid internship opportunities for 6 medicine /pharmacy students for min 6 months, as follow:\n* up to 3 in the field of communication of medical innovation\n* up to 3 in the field of EU health policy (focus on cancer, cardio-vascular disease, personalized medicine, genomic medicine",marius.geanta@me.com,https://ino-med.ro,1,1,,,1,,,,,,,,,1,,,min 6 months,,44.4087,26.1824
U103,Romania,University of Bucharest,At least 40 rooms avaliable for students and researchers from Ukraine,mpe@unibuc.ro,https://unibuc.ro/the-university-of-bucharests-efforts-to-support-ukrainian-and-international-students-and-professors-in-the-neighbouring-country/?lang=en,1,1,,1,,,,,,,,,,,,1,,,44.4355,26.0996
U104,Romania,University of Bucharest,"Students from Ukrainian universities can continue their studies in Romania, even if they are not in possession of documents attesting their student status. In 2021/2022 and 2022/2023, Ukrainian citizens may benefit of tuition-free places, while citizens of third States* are enrolled on fee-paying places. The level of fees is established by each university. For the moment, you can check the list of all programs taught in foreign languages at the University of Bucharest, as well as a more detailed educational brochure in English, an overview of the regular admission procedures, and an admission guide (in English). A detailed procedure for the specific admission of students from recognized Ukrainian universities will be published soon.",uni4Ukraine@fspub.unibuc.ro,https://uni4ukraine.unibuc.ro/en/continue-studies,,1,,,,,,,,,,,,,,1,1-2 years,,44.4355,26.0996
U105,Romania,Stefan cel Mare University Suceava,The Faculty for Letters and Science of Communication offers Ukrainian students the possibility to continue their bachelor studies in Ukrainian combined with one additional language: Romanian OR English/French.,secretariat@flsc.usv.ro,https://usv.ro/usv-ofera-studii-in-limba-ucraineana-pentru-tinerii-refugiati/,,1,,,,,,,,,,1,,,,,,,47.6419,26.2455
